title,amount,time,cofog1.code,cofog1.label,cofog2.code,cofog2.label,cofog3.code,cofog3.label,level
Repub. zavod za standard. i metrolo.,379000,2012,04,Ekonomija,04.1,Ekonomski poslovi,04.1.1,Ekonomski poslovi,Republika Srpska
Odbor državne uprave za žalbe,268000,2012,01,Rad Vlade,01.3,Zajednički poslovi,01.3.1,Ljudski resursi,Republika Srpska
Repub. komis. za utvrđ. interesa u organ. vlasti RS-a,265000,2012,01,Rad Vlade,01.4,Istraživanja,01.4.0,Istraživanja,Republika Srpska
Komisija za žalbe,179000,2012,01,Rad Vlade,01.3,Zajednički poslovi,01.3.1,Ljudski resursi,Republika Srpska
Repub. izborna komisija,131000,2012,01,Rad Vlade,01.6,Ostale aktivnosti Vlade,01.6.0,Ostale aktivnosti Vlade,Republika Srpska
MUP RS-a,163313000,2012,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Republika Srpska
Osnovni sudovi RS-a,29842000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Kazneno popravni zavodi RS-a,24780000,2012,03,Red i sigurnost,03.4,Zatvori,03.4.0,Zatvori,Republika Srpska
Okružni sudovi RS-a ,9457000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Okružno tužilaštvo RS-a,8366000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Sudska policija RS-a,5300000,2012,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Republika Srpska
Repub. uprava CZ,4810000,2012,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Republika Srpska
Okružni privredni sudovi RS-a,4377000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Pravobranilaštvo RS-a,3488000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Min. pravde ,3023000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Vrhovni sud RS-a,2660000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Specijalno tužilaštvo,2066000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Ustavni sud RS-a,1790000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Centar za pruž. besp. prav. pomoći,1268000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Viši privredni sud,916000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Ombdusmen za djecu RS-a,777000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Repub. tužilaštvo RS-a ,723000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Centar za edu.  sudija i javnih tužilaca u RS-u,436000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Kanc. pravnog predstavnika,234000,2012,03,Red i sigurnost,03.3,Sudovi,03.3.0,Sudovi,Republika Srpska
Agencija za agrarna plačanja,60741000,2012,04,Ekonomija,04.2,Poljoprivreda i šumarstvo ,04.2.1,Agrokultura,Republika Srpska
Min. saobračaja i veza,29079000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
"Min. energije, rudarstva i indust.",23228000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Min. trgo. i turizma,10775000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Min. za ekon. odnose i region. saradnju,9941000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
"Min. poljoprivr., vodoprivr. I šumarstva",9051000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Repub. dir. za civ. vazd. plovidbu,1639000,2012,04,Ekonomija,04.5,Transport,04.5.4,Avijacija,Republika Srpska
Vazduhoplovni servis,1185000,2012,04,Ekonomija,04.5,Transport,04.5.4,Avijacija,Republika Srpska
Helikopterski servis,953000,2012,04,Ekonomija,04.5,Transport,04.5.4,Avijacija,Republika Srpska
Agencija za uzgoj i selek. u stočar.,927000,2012,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Republika Srpska
Agencija za pruž. struč. usluga u poljopr.,806000,2012,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Republika Srpska
Repub. zavod za geo. istraž.,671000,2012,04,Ekonomija,04.8,Ekonomska istraživanja,04.8.4,Geološka istraživanja,Republika Srpska
Agencija za šume,582000,2012,04,Ekonomija,04.2,Poljoprivreda i šumarstvo ,04.2.2,Šume,Republika Srpska
Agencija za bezbj. saobračaja,152000,2012,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Republika Srpska
Min. zdravlja i soc. zaštite,28935000,2012,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Republika Srpska
Min. rada i borač. invalid. zaštite,429323000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Min za izbjeglice i raseljena lica,11539000,2012,10,Socijalna zaštita,10.7,Socijalna politika,10.7.0,Socijalna politika,Republika Srpska
Institucije kulture,12526000,2012,08,Kultura i religija,08.2,Kultura,08.2.0,Kultura,Republika Srpska
Repub. sekretar. za vjere,1502000,2012,08,Kultura i religija,08.4,Religija,08.4.0,Religija,Republika Srpska
Repub. zavod za zaštitu kult. isto. i pr. naslijeđa,1059000,2012,08,Kultura i religija,08.2,Kultura,08.2.0,Kultura,Republika Srpska
Osnovno obrazovanje,209673000,2012,09,Obrazovanje,09.1,Osnovno obrazovanje,09.1.2,Osnovne škole,Republika Srpska
Srednje obrazovanje,82266000,2012,09,Obrazovanje,09.2,Srednje škole,09.2.2,Srednje škole,Republika Srpska
Univerziteti u RS-u,60982000,2012,09,Obrazovanje,09.4,Univerziteti,09.4.2,Univerziteti,Republika Srpska
Specijalno i umjetničko obrazov.,10069000,2012,09,Obrazovanje,09.3,Specijalno i umjetničko obrazovanje,09.3.0,Specijalno i umjetničko obrazovanje,Republika Srpska
Studentski i đački domovi,9272000,2012,09,Obrazovanje,09.6,Studentski standard,09.6.0,Studentski standard,Republika Srpska
Min. nauke i tehnologije,7989000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Min. prosvjete i kulture,7325000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Repub. pedagoški zavod,1735000,2012,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Republika Srpska
Akademija nauka i umj. RS-a,1357000,2012,09,Obrazovanje,09.4,Univerziteti,09.4.2,Univerziteti,Republika Srpska
Zavod za obrazov. odraslih,1268000,2012,09,Obrazovanje,09.5,Ostalo obrazovanje,09.5.0,Ostalo obrazovanje,Republika Srpska
Visoke šk. u RS-u,776000,2012,09,Obrazovanje,09.3,Specijalno i umjetničko obrazovanje,09.3.0,Specijalno i umjetničko obrazovanje,Republika Srpska
Agencija za vode obl. riječ. sliva Save,7581000,2012,05,Okoliš,05.6,Politika okoliša,05.6.0,Politika okoliša,Republika Srpska
Agencija za vode obl. riječ. sliva Trebišnice,740000,2012,05,Okoliš,05.6,Politika okoliša,05.6.0,Politika okoliša,Republika Srpska
Repub. uprava za geo. i imovinsko pravne odnose,15762000,2012,06,Naše ulice,06.1,Stambeno,06.1.0,Stambeno,Republika Srpska
"Min. za prost. uređ., građ. i ekolo.",3936000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi ,Republika Srpska
Repub. dir. za obnovu i izgrad.,627000,2012,06,Naše ulice,06.2,Razvoj zajednice,06.2.0,Razvoj zajednice,Republika Srpska
Budžetska rezerva,3000000,2012,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti ,Republika Srpska
Otplata unutrašnjeg duga,173216300,2012,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Republika Srpska
Otplata vanjskog duga,155248000,2012,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Republika Srpska
Ostalo,54436700,2012,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Republika Srpska
