id,amount,admin,cofog,geocode
e8bc04eddab14846bbe3a2caeff1b831,6534,Ured Vlade,01.1.1,Unsko-sanski kanton
2c08474baac248fdb0ed3920e521dee9,31344225,MUP,03.1.0,Unsko-sanski kanton
cf2a04c68aef4e0a9d501231300400cd,9236496,Općinski sudovi,03.3.0,Unsko-sanski kanton
47d8df17e84a4ff5a8a0f0859254b7d4,2551563,Kanton. tužilaštvo,03.3.0,Unsko-sanski kanton
d420076caa5e4b47b0cf997d2fc573d0,2528479,Kantonalni sud,03.3.0,Unsko-sanski kanton
949bd75d0cb2401794cfb3dfd976ff7c,807869,Kanton. uprava CZ,03.3.0,Unsko-sanski kanton
1b6a4a615119465e87b0386db0f1cd88,473631,Min. pravosuđa i uprave,01.1.1,Unsko-sanski kanton
8e4d51a02403452dabbe32a8ecfbd386,175250,Kanton. pravobranilaštvo,03.3.0,Unsko-sanski kanton
41f1ed52cdad476eb31d9fa472c1d8b7,120059,Kanton. zavod za bespl. pravnu pomoć,03.3.0,Unsko-sanski kanton
9b0d0573241c46b2853c24c57088a33f,8969466,"Min poljopr., vodopr. i šumar.",01.1.1,Unsko-sanski kanton
d23aef29f0694d65baa03bb73a7dc952,2734482,Min. privrede,04.1.1,Unsko-sanski kanton
3b84e1efb3744a09be594e23e10cfc56,2061229,Kanton. uprava za šumar.,04.2.2,Unsko-sanski kanton
941e9f126afe488c83aa5a041dc0f685,560862,Poljopr. zavod,04.2.1,Unsko-sanski kanton
900878f7a65d4020af3b815035b94661,155341,Komisija za koncesije,04.1.1,Unsko-sanski kanton
5d8f7f5b90f54f4c995538f4794db1a8,12726418,Min. zdravstva i soc. politike,07.6.0,Unsko-sanski kanton
0e83a9107a904f7ab9ea72c8bd1884aa,6370865,Min. za pitanja bor. i RVI,01.1.1,Unsko-sanski kanton
1dac02f2d99041ff91100043e7cce9f0,1023929,"JU ""Soc.-pedag. životna zajednica""",10.9.0,Unsko-sanski kanton
7daa57c833b447678ccfd44265696c5b,1206342,Institucije kulture,08.2.0,Unsko-sanski kanton
7a89624092244dc8b013f6dc681b5dd4,48144230,Osnovno obrazov.,09.1.2,Unsko-sanski kanton
f0707240a4bb4c1dab0240df131d65b2,23076026,Srednje obrazov.,09.2.2,Unsko-sanski kanton
4b6f9f74f44f4bb582a92e8012bd8455,11154068,Visoko obrazov.,09.4.2,Unsko-sanski kanton
d5cc8d02dfe44bd68ea3576c580c31bf,8654702,"Min. obraz., nauke i kult.",01.1.1,Unsko-sanski kanton
a6df9626ab1146978ca91cf39317a4e0,349470,JU Pedagoški zavod,09.8.0,Unsko-sanski kanton
0179fe9c2ba04f28b0266d73d5819418,1597289,"Min. za građ., prost uređ. i zašt. okoline",01.1.1,Unsko-sanski kanton
17d0514548364354aaef4ad0f6b77805,103533,Kant. uprava za geo. i imov-pravne posl.,06.1.0,Unsko-sanski kanton
18897f8b06ff488ba249c4003b7c974f,103520,Kanton. zavod za prostr. uređenje i plan.,06.2.0,Unsko-sanski kanton
8097b1adfe0f443a98bd9234bf850c05,14228284,Obaveze iz prethodne godine,01.1.2,Unsko-sanski kanton
5eeadbea7d594240add3cb30216c3d74,3712880,Min. finansija,01.1.1,Zeničko-Dobojski kanton
985fca077c7b4a569e98c4d1acbbf972,2629303,Služba za zajedn. poslove,01.1.1,Zeničko-Dobojski kanton
b738b7cc142b42dbbd708ca90d7f1d37,2245928,Uprava za inspekc. poslove,01.1.1,Zeničko-Dobojski kanton
ff5948a5bb7b4073a1fdae7fd85fd447,1625053,Skupština,01.1.1,Zeničko-Dobojski kanton
d10e0cdf75b641bbab3dfb2449b7931d,1365444,Stručna sl. Vlade,01.1.1,Zeničko-Dobojski kanton
359dfbe9ddbb4212b4edfa4aa716a345,630489,Ured premijera,01.1.1,Zeničko-Dobojski kanton
de6102c8328c4558a3f22f5689344157,40824207,MUP,03.3.0,Zeničko-Dobojski kanton
a2a6a42d7a24474688b354c4378769ec,16749106,Min. pravosuđe i upravu,01.1.1,Zeničko-Dobojski kanton
40a5077d98554f158e388854acae1bbf,2068150,Uprava CZ,03.3.0,Zeničko-Dobojski kanton
a3806abc0c0847399ffaf3f09d83d6b1,12725197,Min za poljopr. šumar. i vodopr.,01.1.1,Zeničko-Dobojski kanton
90be5badabf94b219b586d550101a77d,12435046,"Min. za prost. uređ., promet i komun. i zašt. okoline",01.1.1,Zeničko-Dobojski kanton
54ba69c4d8054380ab84c4cd32efe97e,4302066,Min. za privredu,04.1.1,Zeničko-Dobojski kanton
6cb4392726914de79937bcf8a3135b9f,179646,Direkcija za robne rezerve,01.1.1,Zeničko-Dobojski kanton
0556660e51de4b3fb54138eb687246f8,66287737,Osnovno obrazovanje,09.1.2,Zeničko-Dobojski kanton
c2d8d224e1d74c6d946a681330be7670,36609952,Srednje obrazovanje,09.2.2,Zeničko-Dobojski kanton
c2c78967b7e54dc8a731c40972496109,14643943,Visoko obrazovanje,09.4.2,Zeničko-Dobojski kanton
14842125c6d84b0997aa194a9adf2f2a,13275887,Min za obraz. nauku kult. i sport,01.1.1,Zeničko-Dobojski kanton
bf158da4cc0f4853a91f660e034e8b26,1303587,Glazbena škola Žepče,09.8.0,Zeničko-Dobojski kanton
bbd613446d8e46f8bb33cd5d90f5e4c9,741920,Đački dom,09.6.0,Zeničko-Dobojski kanton
9d4e344cd8df4348b08e1cb280e3d77e,530024,Pedagoški zavod,09.8.0,Zeničko-Dobojski kanton
48eaea032db6449fa55e919305edba9a,1546814,Min. zdravstva,07.6.0,Zeničko-Dobojski kanton
499adce7691f449ab1e94bf2dfc7e2be,26828041,"Min. za rad, soc. pol. i izbjeglice",10.9.0,Zeničko-Dobojski kanton
b9a0fee90627455396be887634fed443,9195647,Min. za boračka pitanja,01.1.1,Zeničko-Dobojski kanton
9d21d833e2cf42b59edf9956b107ada8,100000,Tekuća budžetska rezerva,01.1.2,Zeničko-Dobojski kanton
26deb862aca340b0aaf422d8797f3efc,7859700,Vlada,01.1.1,Zapadnohercegovački kanton
b288e6260db24f9eb3d109960e64d393,6243100,Min. finansija,01.1.1,Zapadnohercegovački kanton
609b200a742f4a4c906fee92dcf05146,1088500,Skupština,01.1.1,Zapadnohercegovački kanton
cd73743fae5a43aa9fcd58d218fdffab,838100,Uprava za inspek. poslove,01.1.1,Zapadnohercegovački kanton
7f28776490c8425ab38fa80dde85622e,131900,Arhiv,01.3.3,Zapadnohercegovački kanton
c0d08fbca9c74f1187d9ccbdcf3fe192,68000,Ured za zakonodavstvo,01.1.1,Zapadnohercegovački kanton
d8f59ae0f853443389636d91d8d289d9,12128300,MUP,03.1.0,Zapadnohercegovački kanton
880d0b7db98f44a0ac78b70fdd6e6c7c,1947900,Općinski sudovi,03.3.0,Zapadnohercegovački kanton
1171648f9fdf43e9a64a5f0e40f8e6fc,651800,Županijski sud ŠB,03.3.0,Zapadnohercegovački kanton
efef47e429ef4533af251f7df37e6300,499400,Županijsko javno tužiteljstvo ŠB,03.3.0,Zapadnohercegovački kanton
f71ec6350e124754bc5a6c3dba9502b6,455500,Uprava za CZ,03.1.0,Zapadnohercegovački kanton
76b82625965446b792190be906cc64d6,393600,Min. pravosuđa i uprave,03.3.0,Zapadnohercegovački kanton
c118806ff7794d3aa043e37f2bd613e7,117150,Županijsko javno pravobr. ŠB,03.3.0,Zapadnohercegovački kanton
e8b6db6627ef44ba94fd6f6f79068e8c,109000,Županijski zavod za pravnu pomoć,03.3.0,Zapadnohercegovački kanton
4f2c3332f79e4615843ff809a6d4232b,3424400,Min. gospodarstva,04.1.1,Zapadnohercegovački kanton
669d9d2f641b495d94eedebf4bedf113,1603300,Uprava za ceste,04.5.1,Zapadnohercegovački kanton
0227f0d8383244dcad8e72efdb1d62bb,202200,Zavod za poljopr.,04.2.1,Zapadnohercegovački kanton
25af93c082314f43a2d2bbb0aed4f2b6,4337200,"Min. zdrav., rada i soc. skrbi",01.1.1,Zapadnohercegovački kanton
d9b8e2e3c514414b8ba4c01488622b87,113400,Zavod za javno zdravstvo,07.6.0,Zapadnohercegovački kanton
e80c196511bb400dbfae425280908bbd,1356864,Min. hr. branitelja iz domov. rata,10.7.0,Zapadnohercegovački kanton
e6a0f17d15b54c75ac6d38f07de3ec77,21252896,Osnovno obrazovanje,09.1.2,Zapadnohercegovački kanton
cc95e1f6e69540d29726419006a3cc8b,8638250,Srednje obrazovanje,09.2.2,Zapadnohercegovački kanton
7701b36d133e4adeab0b33a44292b11b,2228100,"Min. obrazov., kult. i sporta",01.1.1,Zapadnohercegovački kanton
349b7f32495544dcba89a5bc3b18a8dc,1051000,"Min. prost. uređ., resursa i zašt. okoliša",06.2.0,Zapadnohercegovački kanton
a7e1b64a680642068a692df1c7c2cc79,142800,Uprava za geo. i imovinsko pravne odnose,06.1.0,Zapadnohercegovački kanton
